160.6039603960396,116.35313531353135,303.0,1.0,303.0
405.0388888888889,324.90555555555557,180.0,1.0,180.0
342.61538461538464,242.12820512820514,78.0,1.0,78.0
236.80701754385964,233.08771929824562,57.0,0.996078431372549,56.7764705882353
294.8611111111111,293.47222222222223,36.0,1.0,36.0
L
1
0
-1
-1
-1
