384.41581259150803,531.0746705710103,683.0,1.0,683.0
31.531760435571687,345.50090744101635,551.0,1.0,551.0
107.34038461538462,38.81730769230769,520.0,1.0,520.0
350.9194139194139,103.50549450549451,273.0,1.0,273.0
L
2
3
0
1
