539.9494949494949,395.8181818181818,99.0,1.0,99.0
122.74242424242425,292.8484848484849,66.0,1.0,66.0
182.7826086956522,338.9130434782609,23.0,1.0,23.0
242.25,349.75,20.0,1.0,20.0
559.8421052631579,278.8421052631579,19.0,1.0,19.0
L
1
0
-1
-1
-1
