Abscisse,Ordonnée,Luminosité
734.7878787878788,485.57575757575756,0.06274509803921569
767.2857142857143,478.0,0.5490196078431373
244.29508196721312,486.21311475409834,0.09411764705882353
289.43636363636364,485.09090909090907,0.0784313725490196
1111.6315789473683,485.7763157894737,0.023529411764705882
1125.1538461538462,485.0897435897436,0.0196078431372549
1139.4556962025317,485.44303797468353,0.043137254901960784
1156.4227642276423,484.8943089430894,0.8784313725490196
1170.0588235294117,485.5,0.8784313725490196
1181.2987012987012,485.6233766233766,0.7686274509803922
268.13432835820896,486.53731343283584,0.5058823529411764
281.36,486.52,0.7411764705882353
302.1333333333333,486.6,0.48627450980392156
313.83673469387753,485.51020408163265,0.0392156862745098
618.875,482.125,0.8784313725490196
92.2,484.6,0.47058823529411764
1059.125,493.125,0.6509803921568628
513.125,495.125,0.7215686274509804
715.5,497.5,0.5333333333333333
264.191135734072,514.8698060941829,0.9686274509803922
746.4137931034483,509.2758620689655,0.9490196078431372
477.0,512.7142857142857,0.5176470588235295
423.125,513.875,0.792156862745098
570.0,515.2,0.9333333333333333
547.5,523.75,0.43137254901960786
556.0526315789474,526.5263157894736,0.4235294117647059
569.5882352941177,528.0588235294117,0.23921568627450981
576.5,528.0555555555555,0.43137254901960786
582.0,527.9411764705883,0.2823529411764706
605.6285714285714,528.9714285714285,0.3058823529411765
617.8181818181819,528.8181818181819,0.43137254901960786
644.5333333333333,527.6,0.3607843137254902
654.5,527.9166666666666,0.043137254901960784
665.0,523.0,0.42745098039215684
674.1052631578947,529.5263157894736,0.2901960784313726
212.0,524.7142857142857,0.6078431372549019
545.5,528.5,0.4235294117647059
588.2352941176471,530.7647058823529,0.34901960784313724
597.0,529.0,0.4117647058823529
632.0,524.0,0.40784313725490196
636.25,528.6666666666666,0.396078431372549
661.6,527.5,0.43137254901960786
565.125,530.125,0.49411764705882355
666.8333333333334,530.5,0.21176470588235294
272.125,531.875,0.9098039215686274
788.7142857142857,532.0,0.5098039215686274
542.75,533.25,0.4588235294117647
913.2,533.0,0.9529411764705882
631.5,533.5,0.43137254901960786
663.0,533.6666666666666,0.2980392156862745
873.5,540.0,0.42745098039215684
1133.5,540.0,0.8627450980392157
611.4183266932271,553.8565737051792,1.0
293.5,542.5,0.41568627450980394
791.0,544.7142857142857,0.6666666666666666
63.2,547.4,0.5058823529411764
922.5,564.5,0.9019607843137255
907.5,567.0,0.8352941176470589
505.125,568.125,0.6666666666666666
258.7142857142857,569.0,0.5725490196078431
919.0,570.7083333333334,0.8745098039215686
981.4137931034483,571.7241379310345,1.0
904.7241379310345,572.5862068965517,0.996078431372549
105.125,573.125,0.6941176470588235
938.3333333333334,575.0,0.9725490196078431
663.2,574.6,0.4588235294117647
103.0,579.7142857142857,0.7764705882352941
806.3333333333334,583.1111111111111,0.8784313725490196
1084.0,585.2857142857143,0.5098039215686274
299.0,588.2857142857143,0.7411764705882353
839.2857142857143,588.0,0.7333333333333333
1285.0,588.5,0.4588235294117647
1078.0,592.2857142857143,0.5803921568627451
9.285714285714286,596.0,0.6470588235294118
635.0,602.2857142857143,0.4627450980392157
1035.875,602.125,0.592156862745098
313.4,606.6,1.0
1128.125,605.875,0.6392156862745098
792.7142857142857,607.0,0.5529411764705883
950.0,606.5,0.44313725490196076
863.0,609.7142857142857,0.6705882352941176
414.5,611.0,0.6196078431372549
847.5,613.7142857142857,0.9725490196078431
300.0,615.5,0.996078431372549
802.6,615.2,0.4745098039215686
1093.125,615.375,0.5529411764705883
1101.9545454545455,617.5909090909091,0.2784313725490196
1113.3095238095239,620.5238095238095,0.7529411764705882
1125.090909090909,619.6590909090909,0.050980392156862744
1134.1052631578948,621.8947368421053,0.12549019607843137
1143.0,620.0,0.5607843137254902
1152.0,620.1428571428571,0.5607843137254902
1164.0,620.0,0.5607843137254902
1180.1724137931035,620.2758620689655,0.5568627450980392
1199.8947368421052,619.5526315789474,0.0196078431372549
1209.75,619.8888888888889,0.26666666666666666
1090.4,621.5,0.050980392156862744
1189.6,619.4666666666667,0.1411764705882353
826.0,617.5,0.6705882352941176
839.2,617.92,0.996078431372549
522.2857142857143,620.0,0.5372549019607843
1242.0,620.2857142857143,0.6078431372549019
1172.0,621.0,0.5568627450980392
533.0,633.5,1.0
1149.2588235294118,642.2941176470588,0.5294117647058824
19.2,635.0,0.9176470588235294
1195.0,638.7142857142857,0.4392156862745098
863.875,641.875,0.8392156862745098
497.125,645.125,0.7843137254901961
519.8142857142857,650.7428571428571,0.984313725490196
890.0,647.5,0.8862745098039215
253.5,650.0,0.4196078431372549
1161.2333333333333,654.7666666666667,0.615686274509804
1197.2857142857142,655.5,1.0
793.0,657.0,0.8549019607843137
6.0,660.0,0.403921568627451
1284.1666666666667,666.1666666666666,0.6196078431372549
324.2857142857143,669.0,0.8705882352941177
1214.0,671.5,0.4392156862745098
536.5,674.5,0.45098039215686275
156.8,683.4,0.4470588235294118
983.2,690.8,0.2196078431372549
707.5,692.0,0.5019607843137255
1116.5,695.0,0.5411764705882353
915.1666666666666,698.1666666666666,0.4235294117647059
346.125,702.125,0.7686274509803922
589.078947368421,706.3684210526316,0.9137254901960784
1066.0,709.3529411764706,0.8980392156862745
500.5,709.0,0.43137254901960786
866.125,713.125,0.7647058823529411
866.2857142857143,717.0,0.6705882352941176
572.3333333333334,722.8888888888889,1.0
1243.0,722.5,0.49019607843137253
810.7142857142857,724.0,0.7647058823529411
893.7179487179487,725.8974358974359,0.9921568627450981
169.5,726.5,0.403921568627451
886.7142857142857,727.0,0.6901960784313725
482.8679245283019,741.6981132075472,0.37254901960784315
471.5365853658537,740.1463414634146,0.4549019607843137
534.4285714285714,742.9047619047619,0.07450980392156863
564.5,735.0,0.42745098039215684
505.3421052631579,741.921052631579,0.6509803921568628
1004.1333333333333,739.5333333333333,0.9294117647058824
219.0,739.7142857142857,0.5176470588235295
495.8,743.78,0.3568627450980392
515.3389830508474,744.9152542372881,0.5019607843137255
548.0816326530612,744.7142857142857,0.06666666666666667
557.0714285714286,743.0,0.5372549019607843
564.5,744.0,0.4470588235294118
573.3188405797101,746.5072463768116,0.050980392156862744
586.5094339622641,744.5849056603773,0.4823529411764706
597.6170212765958,743.8297872340426,0.3568627450980392
775.1666666666666,739.8333333333334,0.4392156862745098
1054.5,747.5,0.4470588235294118
1093.4193548387098,748.2903225806451,0.058823529411764705
1043.92,748.56,0.6
1084.5428571428572,748.0857142857143,0.5843137254901961
1075.1029411764705,750.1176470588235,0.5176470588235295
1062.9019607843138,749.3725490196078,0.07450980392156863
687.0,751.7142857142857,0.6745098039215687
1129.5,754.0,0.8
456.5,760.5,0.4549019607843137
536.6991150442478,771.1017699115044,0.8509803921568627
814.7142857142857,769.0,0.5803921568627451
1070.4101941747572,779.8713592233009,0.8509803921568627
723.5,771.5,0.43529411764705883
786.1666666666666,771.8333333333334,0.5058823529411764
759.0,774.25,0.4392156862745098
447.09090909090907,776.9090909090909,0.9647058823529412
761.0,778.2857142857143,0.611764705882353
77.5,778.5,0.44313725490196076
28.5,779.5,0.4980392156862745
475.0,783.2857142857143,0.8235294117647058
1010.0,783.5,0.996078431372549
3.2142857142857144,788.5,0.9137254901960784
40.285714285714285,790.0,0.7372549019607844
1026.6666666666667,790.8888888888889,0.9607843137254902
852.5,797.0,0.8196078431372549
454.0,804.5,0.7607843137254902
874.0,813.5,0.8980392156862745
339.0,817.5,0.5176470588235295
264.2857142857143,819.0,0.4745098039215686
919.0,824.3809523809524,1.0
701.0,826.2,0.9137254901960784
189.16666666666666,829.8333333333334,0.5568627450980392
93.5,843.5,0.9529411764705882
8.0,845.0,1.0
842.875,853.125,0.6823529411764706
518.8888888888889,856.3333333333334,0.996078431372549
628.0,864.5,0.5215686274509804
522.5,867.0,0.403921568627451
962.0,868.8,0.9176470588235294
1225.0,867.5,0.4196078431372549
446.8333333333333,868.8333333333334,0.5411764705882353
126.875,873.125,1.0
796.2857142857143,873.0,0.6078431372549019
774.0,874.0,0.8313725490196079
558.2,877.0,0.9568627450980393
938.0,877.0,0.9921568627450981
962.5,886.5,0.403921568627451
1043.0,888.2857142857143,0.8235294117647058
52.833333333333336,891.8333333333334,0.43529411764705883
239.0,893.2857142857143,0.5843137254901961
853.5,899.0,0.4235294117647059
935.0,902.2857142857143,0.592156862745098
134.71428571428572,906.0,0.5176470588235295
1182.75,907.75,1.0
677.7142857142857,908.0,0.5058823529411764
765.4,914.6,1.0
466.875,918.125,0.7529411764705882
891.0,920.5,0.984313725490196
1062.3529411764705,921.0,1.0
625.0,932.0,0.8
35.5,936.7857142857143,0.9490196078431372
179.9090909090909,936.0909090909091,0.8392156862745098
118.0,942.7142857142857,0.48627450980392156
677.2,944.5,0.9607843137254902
681.0,943.7142857142857,0.611764705882353
1061.0,945.2857142857143,0.7254901960784313
1104.0,945.5,0.7411764705882353
197.5,953.5,0.9372549019607843
