Abscisse,Ordonnée,Luminosité
180.0,18.5,0.4470588235294118
917.2,23.0,1.0
798.5,25.5,0.4235294117647059
789.5,28.5,0.45098039215686275
256.7142857142857,30.0,0.6901960784313725
724.5,31.5,0.8941176470588236
840.4736842105264,35.07017543859649,0.9764705882352941
582.8333333333334,33.833333333333336,0.4627450980392157
575.6,35.2,0.592156862745098
1199.4516129032259,57.41935483870968,0.9882352941176471
370.875,63.875,0.615686274509804
37.61538461538461,71.61538461538461,0.8941176470588236
1083.5,71.5,0.48627450980392156
844.125,74.125,0.6862745098039216
750.125,83.875,0.6980392156862745
476.0,100.71428571428571,0.6549019607843137
1038.0,101.28571428571429,0.5333333333333333
640.75,102.33333333333333,0.8901960784313725
1198.4,103.4,0.8901960784313725
825.2,106.0,0.8745098039215686
1052.0,105.71428571428571,0.7490196078431373
1205.0,108.5,1.0
527.0,123.71428571428571,0.7098039215686275
710.5,125.5,0.9254901960784314
51.111111111111114,128.66666666666666,0.8941176470588236
616.4827586206897,135.29310344827587,0.7725490196078432
334.5,131.0,0.4235294117647059
449.0,135.35294117647058,1.0
832.5,137.5,0.9725490196078431
1020.8333333333334,139.83333333333334,0.5529411764705883
940.0,149.8,0.9882352941176471
929.2857142857143,154.0,0.611764705882353
616.3374233128834,160.36196319018404,1.0
419.0,160.0,1.0
474.5,167.0,0.5647058823529412
479.5,167.0,0.5647058823529412
426.64864864864865,167.5,0.09019607843137255
441.40909090909093,169.95454545454547,0.8156862745098039
452.7926829268293,170.58536585365854,0.11372549019607843
465.9,169.52857142857144,0.8196078431372549
488.4153846153846,169.95384615384614,0.8156862745098039
969.7142857142857,172.0,0.592156862745098
927.5,172.5,0.5372549019607843
457.59732360097325,202.90267639902677,1.0
442.875,189.125,0.6313725490196078
80.0,194.28571428571428,1.0
705.7142857142857,196.0,0.5882352941176471
1238.5,197.5,0.8117647058823529
400.7142857142857,202.0,0.7254901960784313
249.125,203.875,1.0
316.0,211.28571428571428,0.6431372549019608
618.0,213.0,0.9607843137254902
385.5,217.0,0.5019607843137255
96.0,223.71428571428572,0.7098039215686275
932.34375,235.0,0.9215686274509803
696.4179104477612,239.17910447761193,0.12941176470588237
705.0,234.8,0.9725490196078431
723.5,238.37777777777777,1.0
215.0,243.5,0.4666666666666667
76.38461538461539,246.3846153846154,1.0
696.5632911392405,264.23417721518985,0.8431372549019608
791.0,260.7142857142857,0.6862745098039216
38.285714285714285,266.0,0.6235294117647059
465.5,267.0,0.6823529411764706
801.8,267.0,1.0
164.0,272.0,0.8901960784313725
501.875,271.125,0.6823529411764706
950.5,277.275,0.9450980392156862
292.3333333333333,279.8888888888889,0.9294117647058824
941.0,282.2857142857143,0.5843137254901961
992.0,291.2857142857143,0.5137254901960784
867.4242424242424,299.06060606060606,1.0
1153.0,302.2857142857143,0.7019607843137254
574.3684210526316,305.7894736842105,0.9490196078431372
894.0,307.7142857142857,0.5686274509803921
43.5,312.5,0.5254901960784314
3.0,319.5,0.7686274509803922
952.0,321.2,0.9411764705882353
711.0,338.2857142857143,0.4666666666666667
576.5,338.0,0.48627450980392156
89.0,347.2,0.9490196078431372
574.2,346.6,0.44313725490196076
415.2857142857143,354.0,0.5372549019607843
502.0,354.7142857142857,0.5529411764705883
1134.3846153846155,356.61538461538464,0.9490196078431372
593.5,359.7857142857143,0.8470588235294118
780.5,358.0,0.4627450980392157
636.2857142857143,359.0,0.5725490196078431
133.28571428571428,364.0,0.6392156862745098
70.5,367.5,0.8588235294117647
629.6315789473684,369.2105263157895,0.9333333333333333
1087.5,377.0,0.7294117647058823
1107.390625,377.828125,0.01568627450980392
1028.5,377.5,0.7254901960784313
662.0,375.5,0.8627450980392157
1043.030303030303,380.030303030303,0.2627450980392157
1054.2115384615386,379.8076923076923,0.7254901960784313
1066.2115384615386,379.8076923076923,0.7254901960784313
1079.090909090909,379.9848484848485,0.7294117647058823
1095.390625,379.359375,0.7254901960784313
1181.6,385.6,0.9607843137254902
673.8717948717949,389.87179487179486,1.0
617.6470588235294,389.52941176470586,0.9372549019607843
767.6764705882352,392.5882352941176,0.9568627450980393
110.0,393.2,0.9137254901960784
536.2857142857143,397.0,0.6392156862745098
1068.8358974358973,406.53846153846155,0.9137254901960784
831.0,401.5,1.0
908.5,405.5,0.7372549019607844
1176.0,418.5,0.5372549019607843
151.5,424.7142857142857,0.8784313725490196
813.125,423.875,0.7450980392156863
517.7142857142857,433.0,0.6784313725490196
557.0,433.8,0.9450980392156862
1276.2857142857142,435.0,0.47843137254901963
822.0,436.5,0.4980392156862745
145.0,438.2857142857143,0.7215686274509804
435.5,440.5,0.4235294117647059
111.5,441.5,0.5254901960784314
62.5,458.5,1.0
507.4,466.8,0.4666666666666667
550.0,468.5,0.4666666666666667
241.5,471.0,0.6352941176470588
222.9815668202765,484.52073732718895,0.3058823529411765
255.93055555555554,484.3611111111111,0.35294117647058826
276.4848484848485,483.75757575757575,0.7137254901960784
281.3333333333333,476.6666666666667,0.4196078431372549
1097.7431192660551,483.43119266055044,0.8549019607843137
1170.2857142857142,477.0,0.8784313725490196
498.0,477.7142857142857,0.6039215686274509
634.90625,485.53125,0.047058823529411764
657.6034482758621,485.5344827586207,0.047058823529411764
678.1052631578947,483.82894736842104,0.050980392156862744
695.5,484.5,0.5607843137254902
713.5882352941177,484.9117647058824,0.06274509803921569
