Abscisse,Ordonnée,Luminosité
219.22222222222223,11.5,1.0
676.5,34.0,1.0
140.36641221374046,54.229007633587784,1.0
950.7083333333334,51.0,1.0
1015.1739130434783,119.43478260869566,1.0
